Unnamed: 0,Phone_Number,Account_Length,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn,Cluster,PCA1,PCA2,Day_Eve_Charge_Ratio,Night_Intl_Charge_Ratio
369,361-6563,224,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,True,1,-3.182149545339771,0.1113740127567065,2.1441176470588235,7.0814814814814815
382,365-5979,46,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,True,1,-1.11640360565011,-0.6350694431017416,1.9209932279909707,2.445682451253482
389,385-8997,100,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,True,1,-1.8025820686854768,-0.4100536469534666,3.1464713715046604,4.410714285714286
404,405-6189,97,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True,1,-0.6884040761615129,-0.03887864842618,1.8724226804123711,3.34
405,418-6737,88,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,True,1,-1.2604231297184962,-1.096091072724087,2.158197507190796,1.805
413,352-8327,71,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True,1,-2.848838566019853,-1.3924267894516469,2.124123422159888,2.231607629427793
414,334-9505,132,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True,1,-1.2675279800030417,-0.3113813557939496,2.4902849740932647,4.102112676056338
421,418-6651,72,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True,1,-2.556281875537649,0.2351372230634411,0.6124580380455055,4.401197604790419
438,375-2975,55,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,True,1,-1.5575220646180437,-0.7175464317640733,1.4983922829581993,2.3756476683937824
439,376-8573,92,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,True,1,-1.9674291031802145,0.2305832129853495,1.003160270880361,4.326771653543307
447,366-7247,93,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,True,1,-1.4285953533098672,-1.2163283801463074,2.091321610890528,2.109936575052854
452,405-3916,92,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,True,1,-0.6617793850187548,1.8105679162422412,0.9339992864787728,8.582781456953644
454,397-9148,118,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,True,1,-2.5911816065912587,-0.8158680530045246,1.712264150943396,2.9498069498069497
463,394-8402,88,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,True,1,-3.934012972492809,-0.3292717154411002,0.9081632653061223,4.877828054298642
475,416-2778,152,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,True,1,0.1600730588221125,-0.2228378290663027,1.8746518105849583,3.114882506527415
478,418-6455,69,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,True,1,-1.2688312606729122,-0.3275601499971732,2.250236518448439,3.387665198237886
479,378-3508,95,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,True,1,-3.376331065421434,-1.3121559826398357,1.362624487404804,2.1654676258992804
482,364-7719,111,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,True,1,-3.3405296515432994,-0.8478100654983048,1.8881748071979436,3.356807511737089
483,419-8987,44,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3,True,1,-0.8782183411847981,-0.3063822736952414,2.233470132238942,3.149090909090909
488,339-7541,74,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,True,1,-1.5611059983809388,0.4490965368130519,1.387066541705717,5.174107142857142
497,344-3160,133,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,True,1,-1.062294635585159,-0.9938277691340792,1.6691829484902312,1.8269230769230769
502,419-1674,44,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,True,1,-0.4820356588490867,0.5499651547086907,1.6502127659574468,4.715355805243446
508,353-6007,113,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,True,1,-0.157003026340088,1.181248940037109,1.2059620596205962,5.535
512,420-9838,104,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,True,1,-1.15577956882966,-0.1136852034943675,1.598153352067443,3.124528301886792
514,345-1524,101,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,True,1,-2.5517362635641674,-0.9242186976686348,0.6897331524197196,2.095890410958904
526,373-2053,112,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,True,0,0.2554974972532005,-0.294560564194801,3.158361018826135,3.478134110787172
534,380-7742,105,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,True,1,-1.7102222587213056,-0.9623700477314382,2.0281081081081083,2.407303370786517
540,383-1657,110,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,True,1,-0.6301343476303042,-0.7150830341207521,3.1123595505617976,3.063775510204082
546,348-8015,95,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,True,1,-2.687097556231105,0.4362782479592919,2.3765079365079367,8.315315315315315
549,372-6497,76,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,True,1,-0.6806319317767907,-0.7188731712395168,2.6424494032174364,2.562162162162162
567,411-5958,79,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,3,1.62,3,True,1,-1.3964848485588397,0.5857790362967566,2.485474860335196,7.12962962962963
571,416-8701,79,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True,1,-2.374557942553439,-0.3599400484976954,1.6236363636363635,4.102362204724409
575,405-4920,109,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True,1,-0.5043173477492101,0.1100578172124228,1.7354415734670263,3.4552529182879383
591,384-2372,75,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,True,1,-0.6464163828100269,0.4309705522234581,1.3600719424460432,3.982978723404255
623,420-9971,115,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True,1,-1.4261184478271702,-1.260153776612126,2.061135371179039,1.6537530266343827
629,327-3587,103,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,1,-3.837523167950266,-1.2483353216971482,1.0298818624044477,2.5510204081632653
637,353-8363,94,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,True,1,-1.2692767629984445,-0.6266509193552363,2.677119628339141,3.2057877813504825
642,398-3834,68,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,True,1,-3.1175440712287683,-1.1903798416101303,2.0910470409711683,2.875420875420875
643,330-7754,91,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,True,1,-2.481246407612462,-1.3082736768380796,1.649933065595716,2.2328159645232817
669,383-4061,122,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,True,1,-1.7879759883511954,-0.5911331064125871,1.8988872762457667,2.7643097643097643
674,339-6637,149,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,1,-3.845818305946712,-1.1974821221113765,1.5200845665961946,2.7436974789915967
676,371-9457,127,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,True,1,-3.2401072827516773,-0.650715749211125,2.107217939733707,3.942307692307692
690,393-7826,24,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,True,1,-1.7452050221624755,-0.8512881708502407,2.5436619718309856,2.736666666666667
694,397-6789,69,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,True,1,-1.523694549549731,-0.3378188552547685,2.142989786443825,3.3665158371040724
699,364-9040,68,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,1,-2.294218319847006,-0.9703293732260788,1.353887399463807,2.278061224489796
714,341-1191,75,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,True,1,-0.9018036796655684,0.6928689485413787,3.706167706167706,8.331168831168831
727,335-1874,87,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,1,-1.11229124566417,-0.59691456407725,3.152961472110408,3.299212598425197
739,410-6791,96,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,True,1,-1.6601653213341423,0.0976577426666081,1.891558841651263,4.784172661870504
749,374-9203,93,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,True,1,-0.6442131959255561,-0.1133789342874273,2.401898734177215,3.875409836065574
760,366-3358,98,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,True,1,-0.4754848115847461,-0.0940822094133486,2.8516687268232386,4.2700000000000005
776,395-6195,109,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,True,1,-2.318996579611853,-0.8153702889667278,1.5090425531914893,2.6746987951807237
777,346-7656,97,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,True,1,-3.4722883162257028,-1.1343545071530603,1.423423423423423,2.7196261682242997
784,370-5527,23,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,True,1,-1.0061308356740126,-0.825502070657722,2.5558672276764844,2.081967213114754
787,370-2688,61,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,True,1,-1.4054696203618784,-0.0914731819033557,2.470653996646171,4.345679012345679
793,402-3892,118,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,True,0,0.5757636838918565,-0.2125651787755065,1.6931944960952028,2.4138817480719794
796,355-2464,179,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,True,0,0.4027259157288199,0.5346317198180349,1.9950980392156863,4.214788732394367
813,368-7555,74,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,True,1,-2.7305514596120704,-0.9670321843377706,1.2118980169971674,2.448818897637796
824,399-9802,81,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,True,1,-2.558739446344201,-0.6186645897622132,1.7606415792720542,3.504032258064516
826,332-5949,46,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,True,1,-0.9217907975165373,-0.5933552314722503,1.972059486255069,2.541436464088397
845,408-4529,48,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True,1,-1.1333028350271488,-0.4174381727372415,1.1745454545454546,2.792452830188679
847,370-9755,122,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,True,1,-2.054445669097108,-0.9859252382343312,1.4090047393364928,2.03013698630137
854,332-6181,129,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True,1,-1.024057069464882,-0.7805236147384323,3.4800979791794244,3.0569395017793592
856,413-5190,93,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,True,1,-3.3102048733171983,-1.19524918198679,1.6517016654598116,2.633228840125392
857,394-7447,63,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,True,1,-0.2028701067711974,-0.3002076757765765,2.0874558303886923,2.847457627118644
864,345-9140,64,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,True,0,0.6256542413338624,-0.0885359699711486,2.77982083922678,3.4512534818941507
866,369-8024,110,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True,1,-1.2623487903122457,-0.1710485563619064,2.0348525469168903,3.5758928571428568
893,408-6326,76,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True,1,-1.5654290917528502,-0.8018243457139511,2.287027579162411,2.493506493506493
900,329-2786,161,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True,1,-1.0311689647657691,-0.1547410154957222,1.5570754716981132,3.2959770114942533
903,400-6257,99,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True,1,-1.4697109962751982,-0.1746649009405439,1.859240506329114,3.864541832669323
911,338-6962,112,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True,1,-4.31916337939401,-2.081714023137633,1.9628482972136223,1.7349081364829395
940,344-7197,108,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,1,-2.7919765943585437,-1.5209215665256988,2.744502617801047,2.6658653846153846
941,333-7631,80,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,1,-1.385599691447982,-0.292777013014037,2.9035506094329624,4.0497237569060776
965,401-8735,135,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True,1,-1.805361245279396,-0.9781612039296086,1.63436754176611,2.0028735632183907
973,368-1288,98,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True,1,-2.724206789828863,-1.0972685961438589,1.6289198606271778,2.292899408284024
979,390-7930,91,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,1,-2.364066302446029,-0.6651445595015535,1.8343815513626835,3.4177215189873418
980,362-5111,159,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,True,1,-1.2998284267792564,0.0398276377823951,1.5368068833652009,3.8754448398576513
989,350-7306,64,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,True,1,-2.9199128068359084,-1.0195920997343668,1.7960057061340942,2.9277108433734944
991,338-6018,106,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,True,1,-0.3666015620676796,-0.5697809865935953,2.512301804264626,2.938303341902313
997,385-8184,105,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True,1,-3.560335056790179,-0.1836484652090287,0.8863302302792748,4.650349650349651
1004,368-5437,132,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True,1,-3.1380641071495017,-1.6416188686886524,3.0119156736938586,2.329073482428115
1008,409-4734,167,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True,1,-2.936838755254823,-0.933746621819842,1.2455456570155905,2.523333333333333
1031,346-5068,172,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,True,1,-1.594028654434861,-1.5888076314343047,3.219656992084433,1.7712082262210795
1040,358-4576,88,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,True,1,-0.7469716084065942,0.9006718971732003,1.8677570093457945,6.6340206185567006
1051,343-7019,78,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,True,1,-1.8400686529535148,-0.5071786909973185,1.7853658536585364,2.6692607003891053
1073,334-8694,105,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,True,1,-1.7392536733241832,-0.4761977843946759,2.394695787831513,3.382352941176471
1074,369-5449,24,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,True,1,-2.096694362421384,-1.4758260067837234,2.6429942418426102,2.00726392251816
1080,356-8449,108,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,True,1,-2.284590022325532,-0.2904706871856289,1.887671232876712,4.513513513513513
1094,390-9811,62,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,True,1,-1.4353550315983996,-0.0434549808090826,1.85430076067876,4.3
1106,364-7644,55,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,True,1,-3.241283844543169,-1.1994624265157798,1.2529644268774704,2.1447811447811445
1110,357-9136,28,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,True,1,-3.4811692021794163,-0.3932778757935959,1.9354536950420955,5.254464285714285
1113,373-1448,51,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,True,1,-0.6559388932813145,0.2937904343978002,1.367296918767507,3.3513513513513518
1115,413-2241,163,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,True,1,-1.4161143460356989,-0.3893016928055838,1.8380619816673944,2.9073359073359075
1117,375-4107,58,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,True,1,-2.6031427871477693,-0.5601413995521285,1.0701459034792369,3.130666666666667
1120,377-1293,135,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27,5,True,1,-1.0285519921863375,-0.0424972884102586,2.099719101123596,3.9647577092511015
1134,394-4520,49,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,True,1,-1.3553901498273175,-0.9726505013595794,2.5634201585503966,2.441798941798942
